id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;group;ident;PI1;PI2;I1;I2;I3;I4;PO1;PO2T[SQ002];PO2T[SQ003];PO2T[SQ004];PO2T[SQ008];PO2T[SQ010];PO2T[SQ012];PO2T[SQ013];PO2T[SQ018];PO2T[SQ014];PO2T[SQ016];PO2T[SQ017];PO3U[SQ001];PO3U[SQ003];PO3U[SQ004];PO3U[SQ005];PO3U[SQ006];PO4E[SQ001];PO4E[SQ003];PO4E[SQ006];PO4E[SQ008];PO4E[SQ019];PO4E[SQ011];PO4E[SQ012];PO4E[SQ017];PO4E[SQ018];PO5OP;DE1;DE2;DE2[other];DE3;DE4[SQ001];DE4[SQ002];DE4[SQ003];DE4[SQ004];DE4[SQ005];DE4[other];DE5;FEED;interviewtime;groupTime8318;groupTime;identTime;groupTime8319;PI1Time;PI2Time;groupTime8315;I1Time;I2Time;I3Time;I4Time;groupTime8316;PO1Time;PO2TTime;PO3UTime;PO4ETime;PO5OPTime;groupTime8317;DE1Time;DE2Time;DE3Time;DE4Time;DE5Time;groupTime8320;FEEDTime
62;2026-06-24 13:15:14;19;en;1592201774;2026-06-24 12:57:18;2026-06-24 13:15:14;3;899231;Basic knowledge;Daily;;;;;When n is 0;2;2;2;2;4;2;4;7 (strongly agree);2;1 (strongly disagree);4;7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);5;5;2;4;1 (strongly disagree);5;4;2;2;I had no such feelings;;Man;;Master's degree;No;No;No;No;No;Chinese;25 to 34;;1080.96;;;;;15.15;9.32;;;;;599.85;;23.64;88.67;34.16;77.96;48.24;;16.67;8.25;7.67;128.98;5.15;;17.25
132;2026-06-29 20:57:14;19;en;1211869291;2026-06-29 20:39:30;2026-06-29 20:57:14;4;600904;Basic knowledge;Frequently / weekly;;;;;When n is 0;2;6;5;2;6;1 (strongly disagree);7 (strongly agree);7 (strongly agree);1 (strongly disagree);5;2;2;3;3;3;2;2;2;3;3;1 (strongly disagree);1 (strongly disagree);2;1 (strongly disagree);2;"At times it was not clear what the instruction was. I tried asking the ChatBot ""I don't understand the task, could you rephrase"". And as an answer I only got ""I'm sorry, I'm not trained to help with that."" and the same task without any changes again. After texting for a while it got very frustrating. ";;Woman;;Prefer not to say;Yes;Yes;No;No;No;;25 to 34;;1071.84;;;;;6.79;10.18;;520.17;;;;;80.74;94.23;50.88;50.08;206.73;;12.54;4.24;5.68;13.7;8.64;;7.24
159;2026-06-30 18:18:22;19;en;2063088314;2026-06-30 18:00:48;2026-06-30 18:18:22;3;558627;Basic knowledge;Frequently / weekly;;;;;When n is 0;3;5;6;3;1 (strongly disagree);3;6;7 (strongly agree);2;6;2;7 (strongly agree);5;4;5;5;3;4;4;5;1 (strongly disagree);5;5;2;2;The bot asked for my preferred title instead of assuming. However, it only gave two options Mr. or Mrs. which may not fit everyone's preferred title.;;Man;;High school diploma / Abitur;Yes;Yes;No;No;No;turkish;18 to 24;;1059.31;;;;;5.05;6.23;;;;;509.41;;29.93;56.84;127.02;39.97;254.97;;4.21;3.51;5.6;10.14;2.77;;3.66
118;2026-06-29 09:40:29;19;en;894406108;2026-06-29 09:23:04;2026-06-29 09:40:29;2;306489;Advanced;Frequently / weekly;;;;;When n is 0;1 (strongly disagree);2;1 (strongly disagree);1 (strongly disagree);5;1 (strongly disagree);6;7 (strongly agree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);3;5;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);the inclusion of my name is a nice idea for a more personal touch, but i often felt like it was included in weird places in the sentences.;;Man;;High school diploma / Abitur;Yes;Yes;No;No;No;;18 to 24;It's a little unfortunate that this chat bot is not capable of doing the one thing that makes chat bots interesting for learning: Answering specific questions about the material.;1050.49;;;;;8.16;10.28;;;;760.13;;;28.21;55.17;18.83;31.68;60.51;;4.24;3.45;7.53;5.93;4;;52.37
126;2026-06-29 15:13:13;19;en;167739808;2026-06-29 14:56:09;2026-06-29 15:13:13;2;238251;Basic knowledge;Daily;;;;;When n is 0;5;6;7 (strongly agree);5;4;6;6;7 (strongly agree);2;4;3;7 (strongly agree);7 (strongly agree);5;7 (strongly agree);7 (strongly agree);5;6;6;6;1 (strongly disagree);5;7 (strongly agree);1 (strongly disagree);1 (strongly disagree);;;Man;;High school diploma / Abitur;No;Yes;No;No;No;;18 to 24;;1029.93;;;;;7.45;4.57;;;;758.91;;;52.67;70.01;27.34;30.08;28.73;;27.57;5.13;5.56;4.19;2.58;;5.14
166;2026-06-30 20:59:50;19;en;1977299495;2026-06-30 20:42:54;2026-06-30 20:59:50;4;659225;Basic knowledge;Occasionally / a few times a month;;;;;When n is 0;2;2;6;2;4;1 (strongly disagree);6;7 (strongly agree);4;6;1 (strongly disagree);2;2;3;2;1 (strongly disagree);3;3;4;2;1 (strongly disagree);2;4;1 (strongly disagree);1 (strongly disagree);Personally, I didn't even notice the bot using any gendered language. Because that hasn't crossed my mind, I would say that no, there were no phrases used that made the bot feel anything other than gender neutral.;;Woman;;High school diploma / Abitur;Yes;Yes;No;No;No;Arabic;18 to 24;I do think the bot provides correct and helpful information, but unfortunately, I didn't feel as though it was acting as a mentor. To me it felt more like a knowledge check or a test. It would have been nice if there had been the opportunity to ask for clarification/explanations before having to give an answer.;1021.08;;;;;4.55;7.3;;493.84;;;;;84.45;60.67;26.45;34.02;135.05;;25.15;4.62;4.97;10.28;3.58;;126.15
121;2026-06-29 12:28:12;19;en;974275284;2026-06-29 12:11:19;2026-06-29 12:28:12;3;695336;Advanced;Frequently / weekly;;;;;When the move count reaches n;4;5;3;2;6;3;5;7 (strongly agree);2;4;3;5;3;5;5;2;2;2;2;2;1 (strongly disagree);2;6;1 (strongly disagree);1 (strongly disagree);;;Nonbinary;;High school diploma / Abitur;Yes;Yes;No;No;No;Russian;18 to 24;I did not understand how to enter the gaps so the chatbot would understand it;1019.65;;;;;10.15;8.27;;;;;727.92;;31.5;53.66;22.86;29.72;67.17;;10.2;7.95;6.66;13.64;5.54;;24.41
164;2026-06-30 20:28:55;19;en;1920715120;2026-06-30 20:12:08;2026-06-30 20:28:55;2;612613;Advanced;Frequently / weekly;;;;;When n is 0;2;4;4;7 (strongly agree);6;3;7 (strongly agree);7 (strongly agree);1 (strongly disagree);2;1 (strongly disagree);3;3;4;5;3;3;3;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);2;5;5;5;As the bot never adresses mit with any pronouns it felt very gender neutral;;Man;;High school diploma / Abitur;Yes;Yes;No;No;No;;25 to 34;;1012.94;;;;;3.75;16.29;;;;331.17;;;459.77;60.96;26.4;26.32;57.6;;7.75;4.23;5.17;5.94;2.71;;4.88
71;2026-06-24 18:23:32;19;en;1087862429;2026-06-24 18:06:56;2026-06-24 18:23:32;4;181825;Basic knowledge;Daily;;;;;When n is 0;2;5;3;5;7 (strongly agree);4;7 (strongly agree);7 (strongly agree);2;4;1 (strongly disagree);1 (strongly disagree);2;5;5;5;3;2;7 (strongly agree);6;1 (strongly disagree);1 (strongly disagree);6;4;4;;;Woman;;High school diploma / Abitur;No;No;No;No;No;Russian / Azerbaijani (bilingual);18 to 24;Chatbot did not communicate the requirements on the format of the answer clear enough which is why my 100% correct answer was interpreted as 100% incorrect, which kinda upset me. As practical implication it could later waste someone’s time explaining some stuff to the person even though the user already knows and understands it all, just because it (chatbot) misinterpreted their answer and thinks that the user has insufficient knowledge in the topic;1001.91;;;;;4.65;8.14;;632.89;;;;;12.95;91.06;20.15;39.33;11.48;;7.23;6.33;5.64;20.49;4.06;;137.51
64;2026-06-24 13:54:36;19;en;1880215252;2026-06-24 13:48:48;2026-06-24 13:54:36;2;246698;Advanced;Daily;;;;;When n is 0;5;5;6;4;5;3;5;7 (strongly agree);1 (strongly disagree);7 (strongly agree);6;6;6;6;6;6;6;6;6;6;7 (strongly agree);7 (strongly agree);6;6;2;Nope, I tend to be rational but not emotional. So I might not pay much attention to the chatbot's language.;;Man;;Bachelor's degree;No;No;No;No;No;Chinese;25 to 34;Nope;354;;;;;10.04;4.72;;;;19.46;;;137.61;54.39;17.55;24.44;45.88;;3.22;5.81;5.2;14.27;4.01;;7.4
